date,state,district,pincode,age_0_5,age_5_17,age_18_greater
08-11-2025,Tamil Nadu,Vellore,635810,1,1,0
07-11-2025,Tamil Nadu,Vellore,631002,3,0,0
07-11-2025,Tamil Nadu,Vellore,631005,1,0,0
07-11-2025,Tamil Nadu,Vellore,631051,2,1,0
07-11-2025,Tamil Nadu,Vellore,632106,0,1,0
07-11-2025,Tamil Nadu,Vellore,632508,1,1,0
07-11-2025,Tamil Nadu,Vellore,635801,1,1,0
07-11-2025,Tamil Nadu,Vellore,635809,1,0,0
09-11-2025,Tamil Nadu,Vellore,632002,1,0,0
09-11-2025,Tamil Nadu,Vellore,632007,2,0,0
09-11-2025,Tamil Nadu,Vellore,632515,1,0,0
09-11-2025,Tamil Nadu,Vellore,632517,1,0,0
09-11-2025,Tamil Nadu,Vellore,632601,2,0,0
09-11-2025,Tamil Nadu,Vellore,632602,2,0,0
09-11-2025,Tamil Nadu,Vellore,635702,1,0,0
09-11-2025,Tamil Nadu,Vellore,635754,0,1,0
09-11-2025,Tamil Nadu,Vellore,635854,3,0,0
10-11-2025,Tamil Nadu,Vellore,632002,4,0,0
10-11-2025,Tamil Nadu,Vellore,632011,2,1,0
10-11-2025,Tamil Nadu,Vellore,632107,1,0,0
10-11-2025,Tamil Nadu,Vellore,632406,2,0,0
10-11-2025,Tamil Nadu,Vellore,632502,3,1,0
10-11-2025,Tamil Nadu,Vellore,632508,1,1,0
10-11-2025,Tamil Nadu,Vellore,632509,3,0,0
10-11-2025,Tamil Nadu,Vellore,632514,1,0,0
10-11-2025,Tamil Nadu,Vellore,635602,2,0,0
10-11-2025,Tamil Nadu,Vellore,635801,1,0,0
10-11-2025,Tamil Nadu,Vellore,635806,2,0,0
10-11-2025,Tamil Nadu,Vellore,635854,0,1,0
13-11-2025,Tamil Nadu,Vellore,632001,3,1,0
13-11-2025,Tamil Nadu,Vellore,632004,2,0,0
13-11-2025,Tamil Nadu,Vellore,632008,1,0,0
13-11-2025,Tamil Nadu,Vellore,632059,1,0,0
13-11-2025,Tamil Nadu,Vellore,632105,1,0,0
13-11-2025,Tamil Nadu,Vellore,632202,2,0,0
13-11-2025,Tamil Nadu,Vellore,632506,0,1,0
13-11-2025,Tamil Nadu,Vellore,632531,2,0,0
13-11-2025,Tamil Nadu,Vellore,635653,3,0,0
13-11-2025,Tamil Nadu,Vellore,635752,2,0,0
13-11-2025,Tamil Nadu,Vellore,635805,1,0,0
14-11-2025,Tamil Nadu,Vellore,631102,2,0,0
14-11-2025,Tamil Nadu,Vellore,632013,1,0,0
14-11-2025,Tamil Nadu,Vellore,632102,1,0,0
14-11-2025,Tamil Nadu,Vellore,632107,1,0,0
14-11-2025,Tamil Nadu,Vellore,632602,1,0,0
14-11-2025,Tamil Nadu,Vellore,635651,1,0,0
14-11-2025,Tamil Nadu,Vellore,635654,1,0,0
14-11-2025,Tamil Nadu,Vellore,635710,1,0,0
14-11-2025,Tamil Nadu,Vellore,635751,3,1,0
14-11-2025,Tamil Nadu,Vellore,635754,1,0,0
15-11-2025,Tamil Nadu,Vellore,631003,4,1,0
15-11-2025,Tamil Nadu,Vellore,632007,4,0,0
15-11-2025,Tamil Nadu,Vellore,632057,1,0,0
15-11-2025,Tamil Nadu,Vellore,632113,2,1,0
15-11-2025,Tamil Nadu,Vellore,632114,2,1,0
15-11-2025,Tamil Nadu,Vellore,632403,1,0,0
15-11-2025,Tamil Nadu,Vellore,632505,1,1,0
15-11-2025,Tamil Nadu,Vellore,632515,2,0,1
15-11-2025,Tamil Nadu,Vellore,632519,1,0,0
15-11-2025,Tamil Nadu,Vellore,632520,0,1,0
15-11-2025,Tamil Nadu,Vellore,632531,1,0,0
15-11-2025,Tamil Nadu,Vellore,635651,2,1,0
15-11-2025,Tamil Nadu,Vellore,635751,5,1,0
15-11-2025,Tamil Nadu,Vellore,635809,4,1,0
15-11-2025,Tamil Nadu,Vellore,635854,4,0,0
16-11-2025,Tamil Nadu,Vellore,631052,1,1,0
16-11-2025,Tamil Nadu,Vellore,631101,1,1,0
16-11-2025,Tamil Nadu,Vellore,632104,1,0,0
16-11-2025,Tamil Nadu,Vellore,632202,1,0,0
16-11-2025,Tamil Nadu,Vellore,632406,1,0,0
16-11-2025,Tamil Nadu,Vellore,632519,2,0,0
16-11-2025,Tamil Nadu,Vellore,635601,2,0,0
16-11-2025,Tamil Nadu,Vellore,635653,2,0,0
16-11-2025,Tamil Nadu,Vellore,635806,1,0,0
16-11-2025,Tamil Nadu,Vellore,635809,1,0,0
17-11-2025,Tamil Nadu,Vellore,631003,2,0,0
17-11-2025,Tamil Nadu,Vellore,632002,3,0,0
17-11-2025,Tamil Nadu,Vellore,632011,1,0,0
17-11-2025,Tamil Nadu,Vellore,632057,1,0,0
17-11-2025,Tamil Nadu,Vellore,632318,1,0,0
17-11-2025,Tamil Nadu,Vellore,632603,1,0,0
17-11-2025,Tamil Nadu,Vellore,635701,1,0,0
17-11-2025,Tamil Nadu,Vellore,635751,3,2,0
17-11-2025,Tamil Nadu,Vellore,635808,1,0,0
17-11-2025,Tamil Nadu,Vellore,635811,1,0,0
17-11-2025,Tamil Nadu,Vellore,635853,0,1,0
18-11-2025,Tamil Nadu,Vellore,631002,1,0,0
18-11-2025,Tamil Nadu,Vellore,631006,1,0,0
18-11-2025,Tamil Nadu,Vellore,631051,4,0,0
18-11-2025,Tamil Nadu,Vellore,632008,1,0,0
18-11-2025,Tamil Nadu,Vellore,632012,2,2,0
18-11-2025,Tamil Nadu,Vellore,632101,2,0,0
18-11-2025,Tamil Nadu,Vellore,632103,1,0,0
18-11-2025,Tamil Nadu,Vellore,632114,1,0,0
18-11-2025,Tamil Nadu,Vellore,632403,1,0,0
18-11-2025,Tamil Nadu,Vellore,632405,2,0,0
18-11-2025,Tamil Nadu,Vellore,632502,1,0,0
18-11-2025,Tamil Nadu,Vellore,632505,2,0,0
18-11-2025,Tamil Nadu,Vellore,632506,1,0,0
18-11-2025,Tamil Nadu,Vellore,632509,4,0,0
18-11-2025,Tamil Nadu,Vellore,632521,2,0,0
18-11-2025,Tamil Nadu,Vellore,635652,3,0,0
18-11-2025,Tamil Nadu,Vellore,635801,2,0,0
18-11-2025,Tamil Nadu,Vellore,635810,6,1,0
19-11-2025,Tamil Nadu,Vellore,631003,1,0,0
19-11-2025,Tamil Nadu,Vellore,631051,6,0,0
19-11-2025,Tamil Nadu,Vellore,632004,1,0,0
19-11-2025,Tamil Nadu,Vellore,632008,1,0,0
19-11-2025,Tamil Nadu,Vellore,632102,1,0,0
19-11-2025,Tamil Nadu,Vellore,632209,1,0,1
19-11-2025,Tamil Nadu,Vellore,632502,1,0,0
19-11-2025,Tamil Nadu,Vellore,632510,1,0,0
19-11-2025,Tamil Nadu,Vellore,632513,1,0,1
19-11-2025,Tamil Nadu,Vellore,632516,2,1,0
19-11-2025,Tamil Nadu,Vellore,632517,2,0,0
19-11-2025,Tamil Nadu,Vellore,632520,1,0,0
19-11-2025,Tamil Nadu,Vellore,632521,1,0,0
19-11-2025,Tamil Nadu,Vellore,635601,5,1,0
19-11-2025,Tamil Nadu,Vellore,635602,1,1,0
19-11-2025,Tamil Nadu,Vellore,635651,2,1,0
19-11-2025,Tamil Nadu,Vellore,635751,5,2,0
19-11-2025,Tamil Nadu,Vellore,635809,6,0,0
19-11-2025,Tamil Nadu,Vellore,635812,1,0,0
19-11-2025,Tamil Nadu,Vellore,635851,2,2,0
19-11-2025,Tamil Nadu,Vellore,635853,1,0,0
25-11-2025,Tamil Nadu,Vellore,631002,4,0,0
25-11-2025,Tamil Nadu,Vellore,631052,2,0,0
25-11-2025,Tamil Nadu,Vellore,631101,2,0,0
25-11-2025,Tamil Nadu,Vellore,632006,4,0,0
25-11-2025,Tamil Nadu,Vellore,632014,2,0,0
25-11-2025,Tamil Nadu,Vellore,632503,3,0,0
25-11-2025,Tamil Nadu,Vellore,632505,3,1,0
25-11-2025,Tamil Nadu,Vellore,632513,3,0,0
25-11-2025,Tamil Nadu,Vellore,635651,6,1,0
25-11-2025,Tamil Nadu,Vellore,635701,1,0,0
15-12-2025,Tamil Nadu,Vellore,632001,10,1,0
15-12-2025,Tamil Nadu,Vellore,632006,4,1,0
15-12-2025,Tamil Nadu,Vellore,632014,1,0,0
15-12-2025,Tamil Nadu,Vellore,632209,3,0,0
15-12-2025,Tamil Nadu,Vellore,632401,5,0,0
15-12-2025,Tamil Nadu,Vellore,632403,1,0,0
15-12-2025,Tamil Nadu,Vellore,632504,4,0,0
15-12-2025,Tamil Nadu,Vellore,632507,3,0,0
15-12-2025,Tamil Nadu,Vellore,632509,11,1,0
15-12-2025,Tamil Nadu,Vellore,632510,1,2,0
15-12-2025,Tamil Nadu,Vellore,632511,2,0,0
15-12-2025,Tamil Nadu,Vellore,632517,2,0,0
15-12-2025,Tamil Nadu,Vellore,635602,3,1,0
15-12-2025,Tamil Nadu,Vellore,635651,8,0,0
15-12-2025,Tamil Nadu,Vellore,635754,5,1,0
15-12-2025,Tamil Nadu,Vellore,635814,1,1,0
15-12-2025,Tamil Nadu,Vellore,635853,4,0,0
21-12-2025,Tamil Nadu,Vellore,631002,1,0,0
21-12-2025,Tamil Nadu,Vellore,632006,2,0,0
21-12-2025,Tamil Nadu,Vellore,632204,1,0,0
21-12-2025,Tamil Nadu,Vellore,632405,1,0,0
21-12-2025,Tamil Nadu,Vellore,632516,1,0,0
21-12-2025,Tamil Nadu,Vellore,632519,1,0,0
21-12-2025,Tamil Nadu,Vellore,635601,2,0,0
21-12-2025,Tamil Nadu,Vellore,635652,1,0,0
21-12-2025,Tamil Nadu,Vellore,635655,1,0,0
21-12-2025,Tamil Nadu,Vellore,635701,1,0,0
21-12-2025,Tamil Nadu,Vellore,635853,3,0,0
23-12-2025,Tamil Nadu,Vellore,631002,3,0,0
23-12-2025,Tamil Nadu,Vellore,631102,3,0,0
23-12-2025,Tamil Nadu,Vellore,631151,4,0,0
23-12-2025,Tamil Nadu,Vellore,632001,5,0,0
23-12-2025,Tamil Nadu,Vellore,632002,3,0,0
23-12-2025,Tamil Nadu,Vellore,632012,2,0,0
23-12-2025,Tamil Nadu,Vellore,632105,1,0,0
23-12-2025,Tamil Nadu,Vellore,632106,1,0,0
23-12-2025,Tamil Nadu,Vellore,632404,4,0,0
23-12-2025,Tamil Nadu,Vellore,632513,11,0,0
23-12-2025,Tamil Nadu,Vellore,632520,3,0,0
23-12-2025,Tamil Nadu,Vellore,632603,3,0,0
23-12-2025,Tamil Nadu,Vellore,635751,4,0,0
23-12-2025,Tamil Nadu,Vellore,635801,3,0,0
23-12-2025,Tamil Nadu,Vellore,635802,2,0,0
23-12-2025,Tamil Nadu,Vellore,635803,2,0,0
23-12-2025,Tamil Nadu,Vellore,635851,3,0,0
23-12-2025,Tamil Nadu,Vellore,635854,1,0,0
22-12-2025,Tamil Nadu,Vellore,632001,13,0,0
22-12-2025,Tamil Nadu,Vellore,632006,1,0,0
22-12-2025,Tamil Nadu,Vellore,632014,1,0,0
22-12-2025,Tamil Nadu,Vellore,632059,1,0,0
22-12-2025,Tamil Nadu,Vellore,632105,5,0,0
22-12-2025,Tamil Nadu,Vellore,632202,4,0,0
22-12-2025,Tamil Nadu,Vellore,632209,1,0,0
22-12-2025,Tamil Nadu,Vellore,632401,4,0,0
22-12-2025,Tamil Nadu,Vellore,632508,4,0,0
22-12-2025,Tamil Nadu,Vellore,632520,2,0,0
22-12-2025,Tamil Nadu,Vellore,632521,4,0,0
22-12-2025,Tamil Nadu,Vellore,635601,4,0,0
22-12-2025,Tamil Nadu,Vellore,635654,1,0,0
22-12-2025,Tamil Nadu,Vellore,635752,2,0,0
22-12-2025,Tamil Nadu,Vellore,635804,3,0,0
22-12-2025,Tamil Nadu,Vellore,635811,1,0,0
22-12-2025,Tamil Nadu,Vellore,635853,1,0,0
22-12-2025,Tamil Nadu,Vellore,635901,2,1,0
25-12-2025,Tamil Nadu,Vellore,631004,1,0,0
25-12-2025,Tamil Nadu,Vellore,632312,1,0,0
25-12-2025,Tamil Nadu,Vellore,632403,1,0,0
25-12-2025,Tamil Nadu,Vellore,635851,2,0,0
24-12-2025,Tamil Nadu,Vellore,631003,1,1,0
24-12-2025,Tamil Nadu,Vellore,632001,1,0,0
24-12-2025,Tamil Nadu,Vellore,632505,0,1,0
24-12-2025,Tamil Nadu,Vellore,635601,2,0,0
24-12-2025,Tamil Nadu,Vellore,635805,1,0,0
24-12-2025,Tamil Nadu,Vellore,635811,1,0,0
28-12-2025,Tamil Nadu,Vellore,631102,1,0,0
28-12-2025,Tamil Nadu,Vellore,632209,1,0,0
28-12-2025,Tamil Nadu,Vellore,635802,1,0,0
27-12-2025,Tamil Nadu,Vellore,631102,1,1,0
27-12-2025,Tamil Nadu,Vellore,632103,2,0,0
27-12-2025,Tamil Nadu,Vellore,632512,1,0,0
27-12-2025,Tamil Nadu,Vellore,632513,2,0,0
27-12-2025,Tamil Nadu,Vellore,635702,2,0,0
26-12-2025,Tamil Nadu,Vellore,631052,1,0,0
26-12-2025,Tamil Nadu,Vellore,632209,1,0,0
26-12-2025,Tamil Nadu,Vellore,632506,0,1,0
26-12-2025,Tamil Nadu,Vellore,635652,1,0,0
26-12-2025,Tamil Nadu,Vellore,635653,0,1,0
26-12-2025,Tamil Nadu,Vellore,635655,1,0,0
26-12-2025,Tamil Nadu,Vellore,635701,4,0,0
26-12-2025,Tamil Nadu,Vellore,635901,1,0,0
29-12-2025,Tamil Nadu,Vellore,632002,1,0,0
29-12-2025,Tamil Nadu,Vellore,632013,1,0,0
29-12-2025,Tamil Nadu,Vellore,632104,1,0,0
29-12-2025,Tamil Nadu,Vellore,632509,3,0,0
29-12-2025,Tamil Nadu,Vellore,635601,1,0,0
29-12-2025,Tamil Nadu,Vellore,635653,5,0,0
29-12-2025,Tamil Nadu,Vellore,635701,1,1,0
29-12-2025,Tamil Nadu,Vellore,635751,7,0,0
29-12-2025,Tamil Nadu,Vellore,635810,4,0,0
31-12-2025,Tamil Nadu,Vellore,632002,2,2,0
31-12-2025,Tamil Nadu,Vellore,632009,0,1,0
31-12-2025,Tamil Nadu,Vellore,632011,1,0,0
31-12-2025,Tamil Nadu,Vellore,632013,3,0,0
31-12-2025,Tamil Nadu,Vellore,632104,0,1,0
31-12-2025,Tamil Nadu,Vellore,632114,1,0,0
31-12-2025,Tamil Nadu,Vellore,632311,1,0,0
31-12-2025,Tamil Nadu,Vellore,632401,1,1,0
31-12-2025,Tamil Nadu,Vellore,632406,1,0,0
31-12-2025,Tamil Nadu,Vellore,632501,4,0,0
31-12-2025,Tamil Nadu,Vellore,632502,2,0,0
31-12-2025,Tamil Nadu,Vellore,632503,1,0,0
31-12-2025,Tamil Nadu,Vellore,632509,6,1,0
31-12-2025,Tamil Nadu,Vellore,632510,3,1,0
31-12-2025,Tamil Nadu,Vellore,632513,1,0,0
31-12-2025,Tamil Nadu,Vellore,632603,1,0,0
31-12-2025,Tamil Nadu,Vellore,635809,2,0,0
31-12-2025,Tamil Nadu,Vellore,635810,2,3,0
31-12-2025,Tamil Nadu,Vellore,635854,1,0,0
01-01-2026,Tamil Nadu,Vellore,604407,1,0,0
01-01-2026,Tamil Nadu,Vellore,631002,3,1,0
01-01-2026,Tamil Nadu,Vellore,631004,2,0,0
01-01-2026,Tamil Nadu,Vellore,632004,5,0,0
01-01-2026,Tamil Nadu,Vellore,632013,1,0,0
01-01-2026,Tamil Nadu,Vellore,632105,2,0,0
01-01-2026,Tamil Nadu,Vellore,632106,2,0,0
01-01-2026,Tamil Nadu,Vellore,632107,4,1,0
01-01-2026,Tamil Nadu,Vellore,632204,3,0,0
01-01-2026,Tamil Nadu,Vellore,632318,3,0,0
01-01-2026,Tamil Nadu,Vellore,632401,1,1,0
01-01-2026,Tamil Nadu,Vellore,632504,3,1,0
01-01-2026,Tamil Nadu,Vellore,632507,3,0,0
01-01-2026,Tamil Nadu,Vellore,632509,16,2,0
01-01-2026,Tamil Nadu,Vellore,635602,6,1,0
01-01-2026,Tamil Nadu,Vellore,635801,3,0,0
01-01-2026,Tamil Nadu,Vellore,635802,6,1,0
01-01-2026,Tamil Nadu,Vellore,635808,0,1,0
01-01-2026,Tamil Nadu,Vellore,635812,1,2,0
01-01-2026,Tamil Nadu,Vellore,635814,0,1,0
02-01-2026,Tamil Nadu,Vellore,631001,1,0,0
02-01-2026,Tamil Nadu,Vellore,631051,0,1,0
02-01-2026,Tamil Nadu,Vellore,632101,1,0,0
02-01-2026,Tamil Nadu,Vellore,632103,2,2,0
02-01-2026,Tamil Nadu,Vellore,632104,3,0,0
02-01-2026,Tamil Nadu,Vellore,632501,6,0,0
02-01-2026,Tamil Nadu,Vellore,632513,2,1,0
02-01-2026,Tamil Nadu,Vellore,635651,5,0,0
02-01-2026,Tamil Nadu,Vellore,635754,1,1,0
02-01-2026,Tamil Nadu,Vellore,635801,1,1,0
02-01-2026,Tamil Nadu,Vellore,635852,7,0,0
10-06-2025,Tamil Nadu,Vellore,631001,1,2,0
10-06-2025,Tamil Nadu,Vellore,631151,2,1,0
10-06-2025,Tamil Nadu,Vellore,632007,3,1,0
10-06-2025,Tamil Nadu,Vellore,632012,5,1,0
10-06-2025,Tamil Nadu,Vellore,632013,1,0,0
10-06-2025,Tamil Nadu,Vellore,632107,2,2,0
10-06-2025,Tamil Nadu,Vellore,632318,0,1,0
10-06-2025,Tamil Nadu,Vellore,632505,1,1,0
10-06-2025,Tamil Nadu,Vellore,632602,5,4,0
10-06-2025,Tamil Nadu,Vellore,635813,1,0,0
10-06-2025,Tamil Nadu,Vellore,635814,1,0,0
10-06-2025,Tamil Nadu,Vellore,635854,2,1,0
10-06-2025,Tamil Nadu,Vellore,635901,1,0,0
09-06-2025,Tamil Nadu,Vellore,632104,1,0,0
09-06-2025,Tamil Nadu,Vellore,632105,6,2,0
09-06-2025,Tamil Nadu,Vellore,632403,1,0,0
09-06-2025,Tamil Nadu,Vellore,632502,1,1,0
09-06-2025,Tamil Nadu,Vellore,632601,1,0,0
09-06-2025,Tamil Nadu,Vellore,635655,1,1,0
09-06-2025,Tamil Nadu,Vellore,635801,2,1,0
09-06-2025,Tamil Nadu,Vellore,635804,4,1,0
09-06-2025,Tamil Nadu,Vellore,635808,2,2,0
09-06-2025,Tamil Nadu,Vellore,635813,1,1,0
09-06-2025,Tamil Nadu,Vellore,635814,0,1,0
09-06-2025,Tamil Nadu,Vellore,635852,3,1,0
12-06-2025,Tamil Nadu,Vellore,631052,0,1,0
12-06-2025,Tamil Nadu,Vellore,632104,2,0,0
12-06-2025,Tamil Nadu,Vellore,632114,1,0,0
12-06-2025,Tamil Nadu,Vellore,632209,3,0,0
12-06-2025,Tamil Nadu,Vellore,632508,1,0,0
12-06-2025,Tamil Nadu,Vellore,632602,1,0,0
12-06-2025,Tamil Nadu,Vellore,635652,1,1,0
12-06-2025,Tamil Nadu,Vellore,635751,0,2,0
12-06-2025,Tamil Nadu,Vellore,635808,1,0,0
12-06-2025,Tamil Nadu,Vellore,635813,1,0,0
12-06-2025,Tamil Nadu,Vellore,635851,1,0,0
12-06-2025,Tamil Nadu,Vellore,635901,1,0,0
11-06-2025,Tamil Nadu,Vellore,631002,2,1,0
11-06-2025,Tamil Nadu,Vellore,631004,0,1,0
11-06-2025,Tamil Nadu,Vellore,631102,3,2,0
11-06-2025,Tamil Nadu,Vellore,632001,2,0,0
11-06-2025,Tamil Nadu,Vellore,632009,6,0,0
11-06-2025,Tamil Nadu,Vellore,632105,3,0,0
11-06-2025,Tamil Nadu,Vellore,632209,2,0,0
11-06-2025,Tamil Nadu,Vellore,632506,1,0,0
11-06-2025,Tamil Nadu,Vellore,632508,5,1,0
11-06-2025,Tamil Nadu,Vellore,632514,1,0,0
11-06-2025,Tamil Nadu,Vellore,632515,1,2,0
11-06-2025,Tamil Nadu,Vellore,632517,1,0,0
11-06-2025,Tamil Nadu,Vellore,632602,3,1,0
11-06-2025,Tamil Nadu,Vellore,635653,3,1,0
11-06-2025,Tamil Nadu,Vellore,635752,1,1,0
11-06-2025,Tamil Nadu,Vellore,635802,4,0,0
11-06-2025,Tamil Nadu,Vellore,635811,2,0,0
15-06-2025,Tamil Nadu,Vellore,635802,1,0,0
15-06-2025,Tamil Nadu,Vellore,635852,3,0,0
14-06-2025,Tamil Nadu,Vellore,631003,2,1,0
14-06-2025,Tamil Nadu,Vellore,631102,2,1,0
14-06-2025,Tamil Nadu,Vellore,631151,2,1,0
14-06-2025,Tamil Nadu,Vellore,632001,11,4,0
14-06-2025,Tamil Nadu,Vellore,632002,10,1,0
14-06-2025,Tamil Nadu,Vellore,632007,2,1,0
14-06-2025,Tamil Nadu,Vellore,632009,1,0,0
14-06-2025,Tamil Nadu,Vellore,632010,0,1,0
14-06-2025,Tamil Nadu,Vellore,632011,1,0,0
14-06-2025,Tamil Nadu,Vellore,632055,0,1,0
14-06-2025,Tamil Nadu,Vellore,632204,1,0,0
14-06-2025,Tamil Nadu,Vellore,632503,1,0,0
14-06-2025,Tamil Nadu,Vellore,635602,2,2,0
14-06-2025,Tamil Nadu,Vellore,635851,1,1,0
16-06-2025,Tamil Nadu,Vellore,632008,1,2,0
16-06-2025,Tamil Nadu,Vellore,632009,3,1,0
16-06-2025,Tamil Nadu,Vellore,632059,0,1,0
16-06-2025,Tamil Nadu,Vellore,632102,2,0,0
16-06-2025,Tamil Nadu,Vellore,632201,1,0,0
16-06-2025,Tamil Nadu,Vellore,632203,1,0,0
16-06-2025,Tamil Nadu,Vellore,632404,1,1,0
16-06-2025,Tamil Nadu,Vellore,632405,1,0,0
16-06-2025,Tamil Nadu,Vellore,632504,1,0,0
16-06-2025,Tamil Nadu,Vellore,632507,4,1,0
16-06-2025,Tamil Nadu,Vellore,632601,0,2,0
16-06-2025,Tamil Nadu,Vellore,632603,2,0,0
16-06-2025,Tamil Nadu,Vellore,635653,0,1,0
16-06-2025,Tamil Nadu,Vellore,635702,2,1,0
16-06-2025,Tamil Nadu,Vellore,635802,2,2,0
16-06-2025,Tamil Nadu,Vellore,635854,1,1,0
13-06-2025,Tamil Nadu,Vellore,631001,0,2,0
13-06-2025,Tamil Nadu,Vellore,631002,1,2,0
13-06-2025,Tamil Nadu,Vellore,631003,3,2,0
13-06-2025,Tamil Nadu,Vellore,631051,1,0,0
13-06-2025,Tamil Nadu,Vellore,631151,1,1,0
13-06-2025,Tamil Nadu,Vellore,632312,1,0,0
13-06-2025,Tamil Nadu,Vellore,632502,1,0,0
13-06-2025,Tamil Nadu,Vellore,632509,2,1,0
13-06-2025,Tamil Nadu,Vellore,632601,3,2,0
13-06-2025,Tamil Nadu,Vellore,635803,1,1,0
13-06-2025,Tamil Nadu,Vellore,635807,1,0,0
13-06-2025,Tamil Nadu,Vellore,635810,7,2,0
13-06-2025,Tamil Nadu,Vellore,635851,1,1,0
13-06-2025,Tamil Nadu,Vellore,635852,1,0,0
13-06-2025,Tamil Nadu,Vellore,635853,2,0,0
18-06-2025,Tamil Nadu,Vellore,631151,0,1,0
18-06-2025,Tamil Nadu,Vellore,632001,0,1,0
18-06-2025,Tamil Nadu,Vellore,632114,2,1,0
18-06-2025,Tamil Nadu,Vellore,632401,3,1,0
18-06-2025,Tamil Nadu,Vellore,632403,0,1,0
18-06-2025,Tamil Nadu,Vellore,632501,2,1,0
18-06-2025,Tamil Nadu,Vellore,632514,2,0,0
18-06-2025,Tamil Nadu,Vellore,635652,1,1,0
18-06-2025,Tamil Nadu,Vellore,635751,0,1,0
18-06-2025,Tamil Nadu,Vellore,635805,0,1,0
18-06-2025,Tamil Nadu,Vellore,635810,5,2,0
18-06-2025,Tamil Nadu,Vellore,635852,2,0,0
17-06-2025,Tamil Nadu,Vellore,632013,1,0,0
17-06-2025,Tamil Nadu,Vellore,632057,1,0,0
17-06-2025,Tamil Nadu,Vellore,632101,2,0,0
17-06-2025,Tamil Nadu,Vellore,632403,0,2,0
17-06-2025,Tamil Nadu,Vellore,632505,4,2,0
17-06-2025,Tamil Nadu,Vellore,632511,1,0,0
17-06-2025,Tamil Nadu,Vellore,632515,1,0,0
17-06-2025,Tamil Nadu,Vellore,632531,1,4,0
17-06-2025,Tamil Nadu,Vellore,635651,2,0,0
17-06-2025,Tamil Nadu,Vellore,635701,1,0,0
17-06-2025,Tamil Nadu,Vellore,635804,0,1,0
17-06-2025,Tamil Nadu,Vellore,635806,1,0,0
17-06-2025,Tamil Nadu,Vellore,635901,0,2,0
19-06-2025,Tamil Nadu,Vellore,631151,2,0,0
19-06-2025,Tamil Nadu,Vellore,632006,5,0,0
19-06-2025,Tamil Nadu,Vellore,632209,1,0,0
19-06-2025,Tamil Nadu,Vellore,632319,2,0,0
19-06-2025,Tamil Nadu,Vellore,632404,2,0,0
19-06-2025,Tamil Nadu,Vellore,632513,3,2,0
19-06-2025,Tamil Nadu,Vellore,635652,1,0,0
19-06-2025,Tamil Nadu,Vellore,635803,2,0,0
19-06-2025,Tamil Nadu,Vellore,635810,4,1,0
19-06-2025,Tamil Nadu,Vellore,635813,2,0,0
19-06-2025,Tamil Nadu,Vellore,635851,0,1,0
01-09-2025,Tamil Nadu,Vellore,632002,2,0,0
01-09-2025,Tamil Nadu,Vellore,632055,1,0,0
01-09-2025,Tamil Nadu,Vellore,632106,1,0,0
01-09-2025,Tamil Nadu,Vellore,632201,1,0,0
01-09-2025,Tamil Nadu,Vellore,632503,3,0,0
01-09-2025,Tamil Nadu,Vellore,635601,1,1,0
01-09-2025,Tamil Nadu,Vellore,635654,2,0,0
01-09-2025,Tamil Nadu,Vellore,635751,9,3,0
01-09-2025,Tamil Nadu,Vellore,635853,1,0,0
03-09-2025,Tamil Nadu,Vellore,631001,2,1,0
03-09-2025,Tamil Nadu,Vellore,631003,3,0,0
03-09-2025,Tamil Nadu,Vellore,632001,4,0,0
03-09-2025,Tamil Nadu,Vellore,632103,5,2,0
03-09-2025,Tamil Nadu,Vellore,632107,1,0,0
03-09-2025,Tamil Nadu,Vellore,632202,3,0,0
03-09-2025,Tamil Nadu,Vellore,632209,1,0,0
03-09-2025,Tamil Nadu,Vellore,632401,2,0,0
03-09-2025,Tamil Nadu,Vellore,632505,1,0,0
03-09-2025,Tamil Nadu,Vellore,632508,3,0,0
03-09-2025,Tamil Nadu,Vellore,632520,1,0,0
03-09-2025,Tamil Nadu,Vellore,632602,1,0,0
03-09-2025,Tamil Nadu,Vellore,635655,1,0,0
03-09-2025,Tamil Nadu,Vellore,635752,1,0,0
03-09-2025,Tamil Nadu,Vellore,635809,10,1,0
03-09-2025,Tamil Nadu,Vellore,635810,6,1,0
02-09-2025,Tamil Nadu,Vellore,631001,2,0,0
02-09-2025,Tamil Nadu,Vellore,631004,2,0,0
02-09-2025,Tamil Nadu,Vellore,631102,3,0,0
02-09-2025,Tamil Nadu,Vellore,632002,4,0,0
02-09-2025,Tamil Nadu,Vellore,632058,1,0,0
02-09-2025,Tamil Nadu,Vellore,632105,0,1,0
02-09-2025,Tamil Nadu,Vellore,632202,9,0,0
02-09-2025,Tamil Nadu,Vellore,632312,1,0,0
02-09-2025,Tamil Nadu,Vellore,632404,4,0,0
02-09-2025,Tamil Nadu,Vellore,632504,1,0,0
02-09-2025,Tamil Nadu,Vellore,632509,2,0,0
02-09-2025,Tamil Nadu,Vellore,632512,1,0,0
02-09-2025,Tamil Nadu,Vellore,632514,0,1,0
02-09-2025,Tamil Nadu,Vellore,632603,1,0,0
02-09-2025,Tamil Nadu,Vellore,635602,1,0,0
02-09-2025,Tamil Nadu,Vellore,635652,1,0,0
02-09-2025,Tamil Nadu,Vellore,635754,2,0,0
02-09-2025,Tamil Nadu,Vellore,635804,3,0,0
07-09-2025,Tamil Nadu,Vellore,632101,0,1,0
